,model,capital-common-countries,capital-world,currency,city-in-state,family,gram1-adjective-to-adverb,gram2-opposite,gram3-comparative,gram3-superl,participle,nationality-adj,past-tense,plural noun,plural verb,total-accuracy
0,with_stops_cbow_True_window_4_size_300_noise_20_iters_30,0.18614718614718614,0.16168148746968472,0.0,0.11106607215241183,0.48095238095238096,0.023655913978494623,0.03,0.35135135135135137,0.1553030303030303,0.4706439393939394,0.11074918566775244,0.36153846153846153,0.3325825825825826,0.07142857142857142,0.2134969325153374
0,with_stops_cbow_True_window_8_size_300_noise_20_iters_30,0.22077922077922077,0.16734033953112368,0.0056179775280898875,0.13092825293879207,0.5166666666666667,0.011827956989247311,0.018333333333333333,0.3633633633633634,0.12878787878787878,0.44696969696969696,0.10993485342019543,0.3435897435897436,0.3333333333333333,0.07142857142857142,0.2138377641445126
