,model,capital-common-countries,capital-world,currency,city-in-state,family,gram1-adjective-to-adverb,gram2-opposite,gram3-comparative
0,with_stops_cbow_True_window_1_size_1_noise_1_iters_1_accuracy_0.0.kv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
